id,course_code,course_title
3084,SOCIOL 4R03,Individual and Society
3085,SOCIOL 4RD3,The Sociological Indian: What is reconciliation and decolonization and why does it matter?
3086,SOCIOL 4RE3,Hands-On Research Experience
3087,SOCIOL 4RR3,Indigenous Peoples and Canada
3088,SOCIOL 4SI3,"Social Media, Sex, and Inequality in Intimate Relationships"
3089,SOCIOL 4SR3,Topics in the Sociology of Religion
3090,SOCIOL 4SS3,The Sociology of the 1960s
3091,SOCIOL 4U03,Special Topics in the Sociology of Women
3092,SOCIOL 4UU3,Global Family and Sexual Politics
3093,SOCIOL 4V03,"Work in Flux: The Gig Economy, the Corporate Ladder, and Changing Labour Markets"
3094,SOCIOL 4W03,Social Problems
3095,SOCIOL 4XX3,Youth in Society: Challenge and Change
3096,SOCIOL 4YY3,Feminism and Social Policy
3097,SOCIOL 4ZZ3,Selected Topics in Law and Society
3098,SFWRENG 2AA4,Software Design I - Introduction to Software Development
3099,SFWRENG 2C03,Data Structures and Algorithms
3100,SFWRENG 2DA4,Digital Systems and Interfacing
3101,SFWRENG 2DM3,Discrete Mathematics with Applications I
3102,SFWRENG 2FA3,Discrete Mathematics and Applications II
3103,SFWRENG 2GA3,Computer Architecture
3104,SFWRENG 2OP3,Object-Oriented Programming
3105,SFWRENG 2XC3,Software Engineering Practice and Experience: Development Basics
3106,SFWRENG 3A04,Software Design III - Large System Design
3107,SFWRENG 3BB4,Software Design II - Concurrent System Design
3108,SFWRENG 3DB3,Databases
3109,SFWRENG 3DX4,Dynamic Systems and Control
3110,SFWRENG 3FP3,Functional Programming
3111,SFWRENG 3GB3,Game Design
3112,SFWRENG 3GC3,Computer Graphics
3113,SFWRENG 3K04,Software Development
3114,SFWRENG 3MD4,Safe Software-Intensive Medical Devices
3115,SFWRENG 3MX3,Signals and Systems
3116,SFWRENG 3O03,Linear Optimization
3117,SFWRENG 3RA3,Software Requirements and Security Considerations
3118,SFWRENG 3S03,Software Testing
3119,SFWRENG 3SH3,Operating Systems
3120,SFWRENG 3XB3,Software Engineering Practice and Experience: Binding Theory to Practice
3121,SFWRENG 4AA4,Real-Time Systems and Control Applications
3122,SFWRENG 4AD3,Advanced Databases
3123,SFWRENG 4AL3,Applications of Machine Learning
3124,SFWRENG 4C03,Computer Networks and Security
3125,SFWRENG 4E03,Performance Analysis of Computer Systems
3126,SFWRENG 4F03,Parallel Computing
3127,SFWRENG 4G06 ,Software Design IV - Capstone Design Project
3128,SFWRENG 4HC3,Human Computer Interfaces
3129,SFWRENG 4J03,Communications Systems
3130,SFWRENG 4TB3,Syntax-Based Tools and Compilers
3131,SFWRENG 4TE3,Continuous Optimization
3132,SFWRENG 4TH3,Theory of Computation
3133,SFWRENG 4X03,Scientific Computation
3134,SFGNTECH 3DM3,"Creativity, Innovation and Technology"
3135,SFGNTECH 3EE3,Engineering Economics
3136,SFGNTECH 3FS3,Financial Systems
3137,SFGNTECH 3MP3,Management Principles
3138,SFGNTECH 4EM3,Legal and Regulatory Issues
3139,SFGNTECH 4EN3,Entrepreneurial Thinking and Innovation
3140,SFGNTECH 4LM3,Lean Thinking and Practices
3141,SFGNTECH 4MK3,Fundamentals of Marketing
3142,SFGNTECH 4PM3,Project Management
3143,SFGNTECH 4SE3,Technology Ethics and Sustainability
3144,SFGNTECH 4SF3,Strategic Management
3145,SFGNTECH 4ST3,Contemporary Issues in Management
3146,SFGNTECH 4TC3,Technical Communications
3147,SFWRTECH 3CS3,Computer Security
3148,SFWRTECH 3IT3,Fundamentals of Networking
3149,SFWRTECH 3MA3,Contemporary Math for Software Development
3150,SFWRTECH 3OS3,Operating Systems
3151,SFWRTECH 3PR3,Procedural and Object Oriented Programming Concepts
3152,SFWRTECH 3RQ3,Software Requirements and Specification
3153,SFWRTECH 3ST3,Probability and Statistics
3154,SFWRTECH 4AI3,Artificial Intelligence
3155,SFWRTECH 4AV3,Augmented and Virtual Reality
3156,SFWRTECH 4CC3,Parallel Programming
3157,SFWRTECH 4CG3,Computer Graphics
3158,SFWRTECH 4CL3,Cloud Computing
3159,SFWRTECH 4DA3,Data Analytics and Big Data
3160,SFWRTECH 4DM3,Data Mining
3161,SFWRTECH 4DS3,Data Structures and Algorithms
3162,SFWRTECH 4ES3,Real-Time Systems
3163,SFWRTECH 4MA3,Numerical Linear Algebra and Numerical Optimization
3164,SFWRTECH 4NN3,Neural Networks and Deep Learning
3165,SFWRTECH 4NS3,Advanced Network Security
3166,SFWRTECH 4SA3,Software Architecture
3167,SFWRTECH 4SS3,Software Security
3168,SFWRTECH 4VD3,Videogame Development Technology
3169,SFWRTECH 4VE3,Visual Effects and Technology for Animated Production
3170,SFWRTECH 4WP3,Advanced Web Programming
3171,SPANISH 1A03,Intermediate Spanish I
3172,SPANISH 1AA3,Intermediate Spanish II
3173,SPANISH 1Z06 ,Beginner’s Intensive Spanish
3174,SPANISH 2Z03,Intermediate Spanish I
3175,SPANISH 2ZZ3,Intermediate Spanish II
3176,STATS 1LL3,Introduction to Probability and Statistics
3177,STATS 2B03,Statistical Methods for Science
3178,STATS 2D03,Introduction to Probability
3179,STATS 2DA3,An Introduction to Data Science Methods
3180,STATS 2MB3,Statistical Methods and Applications
3181,STATS 3A03,Applied Regression Analysis with SAS
3182,STATS 3D03,Mathematical Statistics
3183,STATS 3DA3,Data Science Methods
3184,STATS 3DS3,Introduction to Data Science Theory
3185,STATS 3G03,Actuarial Mathematics I
3186,STATS 3J04,Probability and Statistics for Civil Engineering
3187,STATS 3PG3,Probability and Games of Chance
3188,STATS 3S03,Survey Sampling
3189,STATS 3ST3,Actuarial Models in Non-Life Insurance
3190,STATS 3U03,Stochastic Processes
3191,STATS 3Y03,Probability and Statistics for Engineering
3192,STATS 4A03,Time Series
3193,STATS 4C03,Generalized Linear Models
3194,STATS 4CI3,Computational Methods for Inference
3195,STATS 4D03,Intermediate Probability Theory
3196,STATS 4G03,Advanced Topics in Actuarial Science
3197,STATS 4H03,Actuarial Mathematics II
3198,STATS 4I03,Inference
3199,STATS 4M03,Multivariate Analysis
3200,STATS 4P03,Advanced Applied Statistics
3201,STATS 4T06 ,Senior Research Project
3202,STATS 4W03,Reading in Statistics
3203,STATS 5GT3,Graduate Level Topics in Statistics
3204,SUSTAIN 1S03,Introduction to Sustainability
3205,SUSTAIN 2GS3,Global Questions in Sustainability
3206,SUSTAIN 2IS3,Intersectionality and Sustainable Development
3207,SUSTAIN 2S03,Evaluating Problems & Sustainable Solutions
3208,SUSTAIN 2SD3,Exploring the United Nations Sustainable Development Goals
3209,SUSTAIN 2SS3,Advocating for Sustainability
3210,SUSTAIN 3HC3,Sustainability and Healthcare
3211,SUSTAIN 3S03,Implementing Sustainable Change
3212,SUSTAIN 3SS3,Community Engagement and Prototyping for Sustainability
3213,SUSTAIN 4S06 ,Leadership in Sustainability
3214,THTRFLM 2AA3,Acting as Devising I
3215,THTRFLM 2BB3,Designing for Devised Performance
3216,THTRFLM 2CC3,"Performance, Art, and Visual Culture in Canada"
3217,THTRFLM 2DP3,Devised Performance Processes
3218,THTRFLM 2FA3,Film Analysis
3219,THTRFLM 2MM3,Movies and Me
3220,THTRFLM 3AA3,Modernist Theatre and Drama in Europe
3221,THTRFLM 3FF3,Early Cinema History
3222,THTRFLM 3L03,Cinema History from WWII
3223,THTRFLM 3OP6 ,Stage Design in Action
3224,THTRFLM 3P03,Gender and Visual Culture
3225,THTRFLM 3PS3,Devised Theatre Production: Research and Development
3226,THTRFLM 3QA3,"Documentary, Politics, and Social Change"
3227,THTRFLM 3RR3,"‘Cripping’ Performance: Deaf, Mad and Disabled Performance in Canada"
3228,THTRFLM 3S06,Devised Theatre Production
3229,THTRFLM 3SD3,Scripting Devised Performance
3230,THTRFLM 3VS3,Visual Storytelling
3231,THTRFLM 4A06 ,Theatre and Society: A Performance Project
3232,THTRFLM 4C03,Performance and Society
3233,THTRFLM 4D03,"Theatre, Society and Early Cinema"
3234,WHMIS 1A00,Introduction to Health and Safety
3235,WORKLABR 1A03,An Introduction to Work and Labour in Canada
3236,WORKLABR 1E03,Navigating the World of Work
3237,WORKLABR 2A03,Unions in Action
3238,WORKLABR 2G03,Labour and Globalization
3239,WORKLABR 2H03,"Sports, Work and Labour"
3240,WORKLABR 2J03,Work and Racism
3241,WORKLABR 2K03,Will Robots Take All Our Jobs?
3242,WORKLABR 2M03,"Pop Culture, Media and Work"
3243,WORKLABR 2P03,Working in Healthcare
3244,WORKLABR 2W03,Human Rights and Social Justice
3245,WORKLABR 3A03,Economics of Labour Market Issues
3246,WORKLABR 3B03,Economics of Trade Unionism and Labour
3247,WORKLABR 3C03,Labour and Employment Law
3248,WORKLABR 3D03,Work: Dangerous to your Health?
3249,WORKLABR 3E03,"Gender, Sexuality and Work"
3250,WORKLABR 3K03,On the Move: Workers in a Global World
3251,WORKLABR 3L03,Labour Policy and Advocacy
3252,WORKLABR 3M03,Theoretical Approaches to Work and Labour Studies
3253,WORKLABR 3P03,Workers’ Resistance - Past and Present
3254,WORKLABR 3Q03,Community Engaged Research
3255,WORKLABR 3T03,Poverty and Homelessness
3256,WORKLABR 4A06 ,Work and Labour Studies Practicum
3257,WORKLABR 4C03,Public Sector Collective Bargaining
3258,WORKLABR 4F03,Work and the Environment
3259,WORKLABR 4G03,Advanced Topics in Work and Labour Studies
3260,WORKLABR 4H03,"Working Precariously: Labour Strategies, Labour Renewal"
3261,WORKLABR 4J03,Independent Study
3262,SOCSCI 1RM3,How do we Know? Doing Social Sciences Research
3263,SOCSCI 2EL0,Career Preparation in the Social Sciences
3264,SOCSCI 2EL3,Career Preparation in the Social Sciences
3265,SOCSCI 2EN3,Entrepreneurial Training for Social Sciences
3266,SOCSCI 2JS1,Co-Op Job Search 1
3267,SOCSCI 2LC3,Leadership and Communications for the Not-For-Profit Sector
3268,SOCSCI 2OP3,Operational Planning for the Not-For-Profit Sector
3269,SOCSCI 2RD3,Resource Development for the Not-For-Profit Sector
3270,SOCSCI 2SP3,Strategic and Long Range Planning for the Not-for-Profit Sector
3271,SOCSCI 3EL3,Leadership for Social Innovation
3272,SOCSCI 3EP3,Social Sciences Experiential Project
3273,VSR 1A00,Visiting Undergraduate Student Research
